City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Kang,BW,-23.6752,22.7876,73.26,12,0,16.17,clear sky
346,Tanakpur,IN,29.0833,80.1167,69.04,87,1,5.08,clear sky
347,Kawambwa,ZM,-9.7915,29.0791,78.33,45,53,2.71,broken clouds
348,Akonolinga,CM,3.7667,12.25,69.22,91,76,2.26,broken clouds
349,Harnoli,PK,32.2792,71.5539,68.23,64,0,11.18,clear sky
350,Tabas,IR,33.5959,56.9244,60.67,15,0,2.89,clear sky
351,Roald,NO,62.5833,6.1333,47.34,61,75,4.61,light rain
352,Mul,IN,20.0667,79.6667,68.32,69,26,2.21,scattered clouds
353,Naro Moru,KE,-0.1676,37.0213,59.07,81,95,1.41,overcast clouds
354,Sagarejo,GE,41.734,45.3315,48.63,52,0,3.02,clear sky
355,Massillon,US,40.7967,-81.5215,53.46,62,90,1.01,overcast clouds
356,Bandundu,CD,-3.3167,17.3667,75.11,92,52,4.56,light rain
357,Sikonge,TZ,-5.6333,32.7667,85.19,25,86,3.65,overcast clouds
358,Zilair,RU,52.2332,57.4392,45.75,81,100,8.28,overcast clouds
359,Irbit,RU,57.6705,63.071,43.21,73,28,10.18,scattered clouds
360,Koygorodok,RU,60.445,50.9968,39.87,84,99,10.69,overcast clouds
361,Umm Lajj,SA,25.0213,37.2685,79.27,69,0,11.83,clear sky
362,Bandarbeyla,SO,9.4942,50.8122,78.55,78,7,10.16,clear sky
363,Barranca,PE,-10.75,-77.7667,67.6,69,82,12.55,broken clouds
364,Alta Floresta,BR,-9.8756,-56.0861,87.62,58,0,3.44,clear sky
365,Ilulissat,GL,69.2167,-51.1,19.42,79,90,21.85,light snow
366,Casablanca,MA,33.5928,-7.6192,70.02,68,0,10.0,clear sky
367,Kashi,CN,39.4547,75.9797,45.61,23,1,8.95,clear sky
368,Tazmalt,DZ,36.3868,4.3989,63.19,82,84,4.45,broken clouds
369,Gibara,CU,21.1097,-76.1317,90.72,57,88,2.73,overcast clouds
370,Polgardi,HU,47.061,18.302,48.38,56,65,7.29,broken clouds
371,Aryanah,TN,36.8601,10.1934,73.27,88,40,8.05,scattered clouds
372,Nantucket,US,41.2835,-70.0995,62.74,77,41,12.73,scattered clouds
373,Koutiala,ML,12.3917,-5.4642,81.3,63,93,8.88,light rain
374,Karatau,KZ,43.1667,70.4667,42.69,53,6,4.54,clear sky
375,Vardo,NO,70.3705,31.1107,33.33,78,99,16.28,light snow
376,Andenes,NO,69.3143,16.1194,35.58,87,90,14.97,overcast clouds
377,Gimbi,ET,9.1667,35.8333,56.53,71,34,0.54,scattered clouds
378,Marzuq,YE,14.4,46.4667,75.65,27,13,1.05,few clouds
379,Sur,OM,22.5667,59.5289,81.81,59,0,4.88,clear sky
380,San Rafael,AR,-34.6177,-68.3301,74.79,14,6,11.36,clear sky
381,Moose Factory,CA,51.2585,-80.6094,39.2,100,90,12.66,mist
382,Gasa,PS,31.5,34.4667,73.9,58,0,9.15,clear sky
383,Valuyki,RU,50.2035,38.1067,46.62,57,45,8.08,scattered clouds
384,Wladyslawowo,PL,54.7909,18.4009,40.93,62,43,13.62,scattered clouds
385,Paris,FR,48.8534,2.3488,54.37,74,20,4.61,few clouds
386,Mbekenyera,TZ,-10.0,38.9833,72.1,83,53,8.88,broken clouds
387,Kumluca,TR,36.3703,30.2869,69.51,59,0,4.45,clear sky
388,Bafoulabe,ML,13.8065,-10.8321,85.32,65,58,4.18,broken clouds
389,Nsanje,MW,-16.92,35.262,89.58,33,10,7.34,clear sky
390,Saint-Pierre,RE,-21.3393,55.4781,75.56,84,0,0.0,clear sky
391,Douentza,ML,14.9951,-2.9517,96.28,23,35,6.87,scattered clouds
392,Sao Felix Do Xingu,BR,-6.6447,-51.995,89.1,57,90,3.94,overcast clouds
393,Totness,SR,5.8833,-56.3167,80.78,87,77,8.48,broken clouds
394,Ardakan,IR,32.31,54.0175,62.98,19,0,4.59,clear sky
395,Pocao De Pedras,BR,-4.6667,-44.85,86.86,58,100,2.24,moderate rain
396,Katihar,IN,25.5333,87.5833,73.71,81,0,3.91,clear sky
397,Baillif,GP,16.0202,-61.7463,85.5,68,31,14.54,scattered clouds
398,Tonj,SS,7.2737,28.6822,76.96,74,100,2.04,overcast clouds
399,Chivay,PE,-15.6383,-71.6011,65.97,15,10,12.39,clear sky
400,Khurai,IN,24.0436,78.3319,69.62,60,0,3.78,clear sky
401,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,100.63,29,51,8.99,broken clouds
402,Trencin,SK,48.8333,18.25,43.38,68,22,3.94,few clouds
403,Nova Olimpia,BR,-14.7972,-57.2881,100.2,31,95,10.31,overcast clouds
404,Margate,GB,51.3813,1.3862,55.11,74,59,12.3,broken clouds
405,Angoche,MZ,-16.2325,39.9086,77.13,76,14,16.58,few clouds
406,Choya,RU,52.0108,86.5467,42.57,58,100,7.31,light rain
407,Kommunisticheskiy,RU,61.6789,64.4819,39.54,75,95,14.25,overcast clouds
408,Axim,GH,4.8699,-2.2405,78.26,83,94,7.07,overcast clouds
409,Nykoping,SE,58.753,17.0079,34.09,75,0,3.44,clear sky
410,Pizarro,CO,4.9533,-77.366,76.68,91,92,11.05,light rain
411,Lerwick,GB,60.1545,-1.1494,51.8,88,100,24.58,overcast clouds
412,Praia,CV,14.9215,-23.5087,86.54,51,0,16.11,clear sky
413,Livingstonia,MW,-10.606,34.1063,73.09,40,1,3.85,clear sky
414,Bayji,IQ,34.9311,43.487,74.17,19,37,8.16,scattered clouds
415,Neumunster,DE,54.0667,9.9833,50.02,87,95,1.01,overcast clouds
416,Keti Bandar,PK,24.1447,67.4497,79.41,63,0,17.22,clear sky
417,Klerksdorp,ZA,-26.8521,26.6667,71.19,13,0,12.97,clear sky
418,Asfi,MA,32.2994,-9.2372,68.31,63,0,21.5,clear sky
419,Plettenberg Bay,ZA,-34.0527,23.3716,57.02,79,51,12.21,light rain
420,Puerto Carreno,CO,6.189,-67.4859,92.8,48,41,6.17,scattered clouds
421,Guarapari,BR,-20.6667,-40.4975,78.69,80,29,13.38,scattered clouds
422,Maxixe,MZ,-23.8597,35.3472,75.02,94,20,14.97,few clouds
423,Iquique,CL,-20.2208,-70.1431,62.64,68,1,9.55,clear sky
424,San Juan,AR,-31.5375,-68.5364,74.73,19,0,7.85,clear sky
425,La Tuque,CA,47.4334,-72.7824,41.25,56,100,2.3,overcast clouds
426,Kavaratti,IN,10.5669,72.642,81.79,77,69,3.94,broken clouds
427,Chepareria,KE,1.3077,35.2039,65.52,72,67,4.23,broken clouds
428,Dahra,DZ,36.2546,0.8519,60.19,77,86,8.05,overcast clouds
429,Ust-Tsilma,RU,65.441,52.1498,24.26,94,13,5.37,few clouds
430,Qeshm,IR,26.9581,56.2719,80.47,65,0,6.76,clear sky
431,Ambilobe,MG,-13.2,49.05,76.73,83,34,2.06,scattered clouds
432,Maniitsoq,GL,65.4167,-52.9,26.35,50,72,7.36,broken clouds
433,Manacapuru,BR,-3.2997,-60.6206,86.58,49,59,4.59,broken clouds
434,Kohat,PK,33.582,71.4493,64.47,71,0,4.99,clear sky
435,Macas,EC,-2.3167,-78.1167,85.75,54,40,3.44,moderate rain
436,Esil,KZ,51.9556,66.4042,50.41,68,41,15.17,scattered clouds
437,Puerto Del Rosario,ES,28.5004,-13.8627,74.88,60,75,16.11,broken clouds
438,Abnub,EG,27.2696,31.1511,80.82,39,13,14.85,few clouds
439,Hakkari,TR,37.5833,44.1667,42.58,70,40,10.36,scattered clouds
440,Encruzilhada,BR,-15.5314,-40.9094,79.95,60,100,5.01,overcast clouds
441,Mogadouro,PT,41.3403,-6.7119,59.79,46,75,3.18,broken clouds
442,Beaupre,CA,47.0443,-70.8953,47.35,71,100,2.3,overcast clouds
443,Kadnikov,RU,59.5022,40.338,39.15,89,100,4.68,light rain
444,Yining,CN,29.0361,114.5636,52.03,85,61,0.45,light rain
445,Hadejia,NG,12.4498,10.0444,87.55,42,88,7.38,overcast clouds
446,Mayna,RU,54.1135,47.6231,46.04,58,77,11.25,light rain
447,Masunga,BW,-20.6246,27.4488,83.1,25,49,6.22,scattered clouds
448,La Paz,BO,-16.5,-68.15,69.78,7,20,6.91,few clouds
449,Mimongo,GA,-1.6195,11.6068,71.6,87,66,2.35,broken clouds
450,Domat,CH,46.8348,9.4508,48.07,81,0,2.04,clear sky
451,Kendallville,US,41.4414,-85.265,53.49,68,40,9.22,scattered clouds
452,Linden,GY,6.0,-58.3,80.74,92,100,4.09,overcast clouds
453,Tevriz,RU,57.509,72.4042,46.78,79,93,13.4,overcast clouds
454,Akyab,MM,20.15,92.9,76.89,82,98,5.14,overcast clouds
455,Doka,SD,13.5167,35.7667,84.49,35,47,4.12,scattered clouds
456,Arkhangelsk,RU,64.5401,40.5433,32.11,86,20,4.47,light snow
457,Tefe,BR,-3.3542,-64.7114,93.31,66,40,4.61,scattered clouds
458,Resplendor,BR,-19.3256,-41.2553,83.82,56,68,4.21,broken clouds
459,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,76,75,10.0,broken clouds
460,Beisfjord,NO,68.3751,17.5988,36.25,80,28,8.19,scattered clouds
461,Lucea,JM,18.451,-78.1736,87.66,63,20,3.96,few clouds
462,Togur,RU,58.3631,82.8265,43.23,89,100,15.05,overcast clouds
463,Chandbali,IN,20.7833,86.7667,74.37,71,11,2.28,few clouds
464,Morki,RU,56.4303,48.9947,40.66,77,38,7.05,scattered clouds
465,Skibbereen,IE,51.55,-9.2667,55.2,95,100,26.35,overcast clouds
466,Virginia Beach,US,36.8529,-75.978,74.01,62,40,9.22,scattered clouds
467,Manaus,BR,-3.1019,-60.025,86.5,70,40,4.61,scattered clouds
468,Kot Addu,PK,30.4692,70.9671,75.06,62,0,8.68,clear sky
469,Seydi,TM,39.4816,62.9137,51.75,33,0,10.63,clear sky
470,Ushtobe,KZ,45.2514,77.9838,42.62,45,12,5.59,few clouds
471,Asyut,EG,27.181,31.1837,80.78,39,15,15.19,few clouds
472,Savinka,RU,50.0785,47.0994,57.0,70,100,11.52,light rain
473,Caltanissetta,IT,37.3745,14.0642,73.06,87,99,6.96,overcast clouds
474,Timbiqui,CO,2.7717,-77.6654,79.65,84,100,6.46,light rain
475,Eyemouth,GB,55.8713,-2.0901,54.84,75,99,20.38,overcast clouds
476,Constantine,DZ,36.365,6.6147,65.61,68,40,13.8,scattered clouds
477,Sioux Lookout,CA,50.1001,-91.917,39.27,75,75,9.22,broken clouds
478,Dutse,NG,11.7594,9.3392,83.7,50,100,3.96,overcast clouds
479,Timizart,DZ,36.8,4.2667,60.55,92,98,5.82,overcast clouds
480,Aasiaat,GL,68.7098,-52.8699,17.62,95,100,6.51,overcast clouds
481,Roros,NO,62.5747,11.3842,31.84,80,90,5.75,overcast clouds
482,Eskisehir,TR,39.7767,30.5206,57.07,62,0,9.22,clear sky
483,Encruzilhada Do Sul,BR,-30.5439,-52.5219,61.5,97,100,5.37,overcast clouds
484,Bukene,TZ,-4.2333,32.8833,79.11,39,97,5.46,overcast clouds
485,Inverbervie,GB,56.8446,-2.28,55.44,80,100,21.59,overcast clouds
486,Chardara,KZ,41.2547,67.9692,50.79,31,6,8.7,clear sky
487,Dudinka,RU,69.4058,86.1778,21.36,96,99,7.63,overcast clouds
488,Chapais,CA,49.7834,-74.8492,35.38,59,98,4.03,overcast clouds
489,Edea,CM,3.8,10.1333,75.96,87,69,2.93,broken clouds
490,Lubango,AO,-14.9172,13.4925,76.86,16,0,5.75,clear sky
491,Contamana,PE,-7.3333,-75.0167,99.48,34,22,6.2,few clouds
492,Puri,IN,19.8,85.85,75.72,63,70,2.82,broken clouds
493,Manjacaze,MZ,-24.7117,33.8828,80.62,57,0,14.32,clear sky
494,Bafia,CM,4.75,11.2333,70.81,92,74,1.88,broken clouds
495,Marawi,PH,7.9986,124.2928,67.64,93,100,3.89,overcast clouds
496,Derzhavinsk,KZ,51.1,66.3167,50.27,78,38,18.23,scattered clouds
497,Privolzhskiy,RU,51.4,46.0333,53.33,83,100,5.66,overcast clouds
498,Boueni,YT,-12.9025,45.0761,78.78,75,3,5.5,clear sky
499,Camargo,MX,27.6667,-105.1667,81.36,24,0,8.28,clear sky
500,Dobric,RS,44.7019,19.5814,50.05,82,91,4.36,overcast clouds
501,Groton,US,41.3501,-72.0784,63.12,51,75,1.01,broken clouds
502,Tessalit,ML,20.1986,1.0114,93.27,13,22,6.51,few clouds
503,Adrar,MR,20.5022,-10.0711,82.47,17,26,0.85,scattered clouds
504,Saint Anthony,US,45.0205,-93.218,49.82,56,1,1.01,clear sky
505,Manosque,FR,43.8288,5.7869,59.31,70,0,1.95,clear sky
506,Damghan,IR,36.1683,54.348,54.81,25,0,2.04,clear sky
507,Kodinar,IN,20.7903,70.7031,77.43,67,2,8.68,clear sky
508,Weligama,LK,5.9667,80.4167,78.93,80,11,7.96,few clouds
509,Mana,GF,5.6592,-53.7767,83.03,80,100,8.99,moderate rain
510,Bara,NG,10.3744,10.7288,78.37,74,65,1.72,light rain
511,Beyneu,KZ,45.3167,55.2,54.46,24,0,12.21,clear sky
512,Port Antonio,JM,18.18,-76.4612,89.91,69,60,13.33,broken clouds
513,Trairi,BR,-3.2778,-39.2689,86.14,62,39,13.18,scattered clouds
514,Cassilandia,BR,-19.1133,-51.7342,96.94,29,15,11.74,few clouds
515,Salinas,US,36.6777,-121.6555,62.62,72,40,3.44,scattered clouds
516,Kanye,BW,-24.9667,25.3327,71.78,16,0,15.08,clear sky
517,Tikapur,NP,28.5,81.1333,70.14,86,0,3.76,clear sky
518,Channahon,US,41.4295,-88.2287,56.12,49,1,1.01,clear sky
519,Bikaner,IN,28.0167,73.3,80.49,48,60,13.15,broken clouds
520,Guanica,PR,17.9716,-66.908,91.15,64,62,13.0,broken clouds
521,Korem,ET,12.5058,39.5228,56.93,56,16,5.82,few clouds
522,Berbera,SO,10.4396,45.0143,85.68,53,2,6.35,clear sky
523,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,73,20,13.0,few clouds
524,Volosovo,RU,59.4333,29.4833,36.16,90,100,10.07,light rain
525,Bakuriani,GE,41.7497,43.5325,41.5,65,0,2.75,clear sky
526,Kattivakkam,IN,13.2167,80.3167,84.29,78,79,6.98,broken clouds
527,Saint-Georges,GD,12.0564,-61.7485,87.48,66,20,19.57,few clouds
528,Lydenburg,ZA,-25.0978,30.4597,73.4,29,17,1.01,few clouds
529,Plouzane,FR,48.3833,-4.6167,53.78,71,90,10.36,overcast clouds
530,Shelburne,CA,44.0787,-80.2041,46.9,66,99,4.45,overcast clouds
531,Verkhnyaya Inta,RU,65.9811,60.3094,25.72,92,100,16.28,overcast clouds
532,Split,HR,43.5089,16.4392,62.71,63,20,3.44,few clouds
533,Sosnogorsk,RU,63.6023,53.8817,31.6,73,96,7.31,overcast clouds
534,Nioro,GM,13.35,-15.75,86.56,44,51,4.99,broken clouds
535,Zhezkazgan,KZ,47.8043,67.7144,44.71,41,11,9.33,few clouds
536,Atasu,KZ,48.6814,71.6433,41.95,50,5,12.84,clear sky
537,Tobol,KZ,52.6844,62.5794,50.58,72,100,14.12,overcast clouds
538,Coquimbo,CL,-29.9533,-71.3436,60.53,67,20,10.36,few clouds
539,Urubicha,BO,-15.3833,-62.95,103.15,26,27,9.46,scattered clouds
540,Dubinino,RU,55.6192,89.0911,39.33,70,100,23.78,overcast clouds
541,Khakhea,BW,-24.6895,23.494,73.4,16,0,15.08,clear sky
542,Horadiz,AZ,39.4488,47.3353,54.37,52,18,1.01,few clouds
543,Bilma,NE,18.6853,12.9164,88.07,13,5,8.55,clear sky
544,Matara,LK,5.9485,80.5353,78.4,81,12,8.05,few clouds
545,Uryupinsk,RU,50.8047,42.0138,52.36,70,100,12.62,overcast clouds
546,Diu,IN,20.7141,70.9822,76.73,69,2,9.06,clear sky
547,Peniche,PT,39.3558,-9.3811,76.48,75,90,9.37,overcast clouds
548,Santiago Del Estero,AR,-27.7951,-64.2615,77.81,33,67,24.63,broken clouds
549,Lucapa,AO,-8.4192,20.7447,74.57,67,71,1.43,light rain
550,Bardiyah,LY,31.7561,25.0865,70.9,58,0,4.54,clear sky
551,Mogadishu,SO,2.0371,45.3438,79.92,82,11,9.24,few clouds
552,Bosanski Brod,BA,45.1375,17.9897,52.47,77,54,2.21,broken clouds
553,Sirvintos,LT,55.05,24.95,42.35,81,72,13.2,broken clouds
554,Opoczno,PL,51.3757,20.2783,44.96,76,71,11.81,broken clouds
555,Taltal,CL,-25.4,-70.4833,61.56,67,6,9.73,clear sky
556,Apricena,IT,41.7839,15.4437,62.42,89,99,6.71,overcast clouds
557,Havoysund,NO,70.9963,24.6622,32.88,56,100,19.28,overcast clouds
558,Sergeyevka,KZ,53.88,67.4158,48.02,75,49,14.23,scattered clouds
559,Eyl,SO,7.9803,49.8164,78.76,76,5,10.27,clear sky
560,Ondangwa,NA,-17.9167,15.95,80.65,16,38,4.59,scattered clouds
561,Maputo,MZ,-25.9653,32.5892,76.23,83,0,5.99,clear sky
562,Barcelona,ES,41.3888,2.159,65.8,73,0,1.14,clear sky
563,Yarada,IN,17.65,83.2667,82.72,89,75,2.3,mist
564,Sinnar,SD,13.5691,33.5672,92.61,24,21,5.46,few clouds
565,Madisonville,US,37.3281,-87.4989,65.03,72,80,5.68,broken clouds
566,Schwerin,DE,53.6294,11.4132,48.97,93,74,3.0,broken clouds
567,Atar,MR,20.5169,-13.0499,90.63,10,3,4.43,clear sky
568,Muli,MV,2.9167,73.5667,82.51,75,46,14.36,scattered clouds
569,Saldanha,ZA,-33.0117,17.9442,60.85,73,26,7.18,scattered clouds
570,Baglung,NP,28.2719,83.5898,61.14,92,41,2.73,scattered clouds
571,Caxito,AO,-8.5785,13.6643,79.45,78,96,7.58,light rain
572,Inirida,CO,3.8653,-67.9239,86.14,75,58,2.86,broken clouds
573,Kalya,IN,12.9793,77.1806,73.22,95,92,4.27,overcast clouds
574,Ipixuna,BR,-1.7625,-48.8043,85.95,62,93,5.86,overcast clouds
575,Freetown,SL,8.484,-13.2299,80.96,79,84,8.05,broken clouds
576,El Carmen,CO,8.5106,-73.4478,77.38,80,97,2.17,overcast clouds
577,Holly Springs,US,35.6513,-78.8336,73.89,54,0,4.0,clear sky
578,Beira,MZ,-19.8436,34.8389,77.14,80,0,12.24,clear sky
579,Novopskov,UA,49.5464,39.0899,48.79,81,98,7.87,overcast clouds
580,Ous,RU,60.9058,61.5186,39.61,75,56,13.49,broken clouds
581,Radstadt,AT,47.3833,13.45,42.17,91,5,0.49,clear sky
582,Grand-Santi,GF,4.25,-54.3833,89.37,54,95,2.77,overcast clouds
583,Malm,NO,64.0721,11.2172,42.8,91,95,5.99,overcast clouds
584,Porto Novo,BJ,6.4965,2.6036,75.87,90,97,4.74,light rain
585,Nara,JP,34.6851,135.8049,49.98,66,0,1.48,clear sky
586,Amapa,BR,1.0,-52.0,88.75,52,93,1.43,overcast clouds
587,Yalta,UA,44.5,34.1667,59.63,77,99,5.66,overcast clouds
588,Puerto Suarez,BO,-18.95,-57.8,102.76,30,15,17.27,few clouds
589,Naron,ES,43.5167,-8.1528,61.65,83,93,5.23,overcast clouds
590,Ladario,BR,-19.0047,-57.6017,102.49,30,20,17.27,few clouds
591,Fowa,NG,8.9167,6.4,76.41,82,55,2.1,broken clouds
592,Yafran,LY,32.0633,12.5286,76.64,27,100,7.85,overcast clouds
593,Nuuk,GL,64.1835,-51.7216,29.01,46,40,9.22,scattered clouds
594,Carora,VE,10.1755,-70.0827,93.72,36,81,2.26,broken clouds
595,Akdepe,TM,42.0551,59.3788,51.8,30,0,10.45,clear sky
596,Sabla,NG,12.7525,4.7077,87.6,36,100,7.99,overcast clouds
597,Mumford,GH,5.2618,-0.759,79.09,82,86,9.62,overcast clouds
598,Lowicz,PL,52.1071,19.9453,44.33,79,71,12.39,broken clouds
599,Adamovka,RU,51.5223,59.9396,50.95,78,100,15.23,overcast clouds
600,Tabou,CI,4.423,-7.3528,78.28,87,89,7.4,light rain
601,Trelew,AR,-43.249,-65.3051,64.98,10,5,11.14,clear sky
602,Bure,ET,10.7,37.0667,56.28,81,80,4.18,broken clouds
603,Santa Cruz Cabralia,BR,-16.2781,-39.0247,75.43,94,90,5.75,overcast clouds
604,Arlit,NE,18.7369,7.3853,93.18,11,57,6.24,broken clouds
605,Los Andes,CL,-32.8337,-70.5983,65.97,23,1,6.96,clear sky
606,Pergine Valsugana,IT,46.065,11.238,56.91,77,4,3.4,clear sky
607,Soyo,AO,-6.1349,12.3689,80.65,81,86,8.93,overcast clouds
608,Saint Pete Beach,US,27.7253,-82.7412,88.25,58,1,1.99,clear sky
609,Manyana,BW,-23.4,21.7167,70.95,15,0,15.66,clear sky
610,Kuusamo,FI,65.9667,29.1833,23.04,93,0,6.91,clear sky
611,Beitbridge,ZW,-22.2167,30.0,93.7,21,1,7.23,clear sky
612,Veraval,IN,20.9,70.3667,79.09,65,1,9.44,clear sky
613,Barmer,IN,25.75,71.3833,78.33,61,8,16.04,clear sky
614,Mainpuri,IN,27.2333,79.0167,75.4,55,0,3.11,clear sky
615,Deori Khas,IN,23.4,79.0167,68.45,60,0,0.85,clear sky
616,Paita,PE,-5.0892,-81.1144,71.37,72,100,11.81,overcast clouds
617,San Joaquin,US,37.9333,-121.3011,64.33,69,1,8.05,clear sky
618,Mizan Teferi,ET,6.9833,35.5833,68.07,67,82,2.57,broken clouds
619,Bahua,IN,25.85,80.6333,75.27,54,0,4.68,clear sky
620,Harper,LR,4.375,-7.7169,78.46,86,100,7.83,light rain
621,Onega,RU,63.9061,38.1404,30.13,88,100,6.96,light snow
622,Filadelfia,US,39.9523,-75.1638,64.2,64,75,1.99,broken clouds
623,Gamba,GA,-2.65,10.0,76.64,84,86,5.17,overcast clouds
624,Promyshlennyy,RU,67.5833,63.9167,26.37,96,100,12.01,light snow
625,Hellendoorn,NL,52.3902,6.448,51.42,88,83,7.81,broken clouds
626,Pudozh,RU,61.8099,36.5345,33.44,81,100,8.25,snow
627,Myski,RU,53.709,87.8014,36.54,96,100,10.54,light rain
628,Kugulta,RU,45.3636,42.3889,54.18,45,50,4.9,scattered clouds
629,Huarmey,PE,-10.0681,-78.1522,70.07,70,84,12.95,broken clouds
630,Carutapera,BR,-1.195,-46.02,85.8,65,96,7.25,overcast clouds
631,Gazojak,TM,41.1875,61.4036,51.66,31,0,11.16,clear sky
632,Sakakah,SA,29.9697,40.2064,80.17,30,2,12.41,clear sky
633,Afsin,TR,38.2477,36.914,53.96,19,1,3.74,clear sky
634,Cadillac,US,44.2519,-85.4012,47.43,71,75,0.0,broken clouds
635,Cravo Norte,CO,6.3017,-70.2041,90.14,51,27,12.15,scattered clouds
636,Kalanwali,IN,29.85,74.95,66.42,80,39,16.04,scattered clouds
637,Tokonou,GN,9.65,-9.7833,74.35,89,75,1.5,light rain
638,Annonay,FR,45.2397,4.6708,49.82,77,0,3.85,clear sky
639,Pontal Do Parana,BR,-25.6533,-48.5128,94.41,69,49,6.93,scattered clouds
640,Sabaudia,IT,41.3003,13.0282,67.35,92,100,5.17,overcast clouds
641,Leua,SK,48.2156,18.6071,49.5,57,7,5.28,clear sky
642,Marsa Matruh,EG,31.3525,27.2453,73.6,60,40,5.75,scattered clouds
643,Lincoln,US,40.8,-96.667,58.01,61,75,5.99,broken clouds
644,Marrakesh,MA,31.6315,-8.0083,78.87,34,0,5.75,clear sky
645,Swellendam,ZA,-34.0226,20.4417,57.58,69,73,6.17,light rain
646,Boulsa,BF,12.6675,-0.5758,89.28,39,85,4.63,overcast clouds
647,Izberbash,RU,42.5696,47.8645,48.25,74,0,0.87,clear sky
648,Puerto Narino,CO,-3.7703,-70.3831,87.75,53,67,4.76,broken clouds
649,Opuwo,NA,-18.0607,13.84,76.86,12,3,12.1,clear sky
650,Carlisle,US,40.2015,-77.1889,60.93,84,98,4.27,overcast clouds
651,Aden,YE,12.7794,45.0367,84.31,65,19,7.96,few clouds
652,Jacareacanga,BR,-6.2222,-57.7528,88.93,57,100,1.14,light rain
653,Minas,UY,-34.3759,-55.2377,59.52,86,100,9.64,moderate rain
654,Balad,IQ,34.0164,44.1453,78.08,22,50,7.4,scattered clouds
655,Gurupi,BR,-11.7292,-49.0686,92.1,41,100,5.82,overcast clouds
656,Swidwin,PL,53.7746,15.7767,48.96,100,10,7.67,clear sky
657,Cefalu,IT,38.0386,14.0229,71.82,76,99,3.0,overcast clouds
658,Corinto,GR,37.9407,22.9573,70.68,79,13,2.73,few clouds
659,Palenque,MX,17.5167,-91.9667,82.56,78,40,0.0,scattered clouds
660,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,108.9,20,1,22.03,clear sky
661,Chama,CH,47.1821,8.4636,50.05,76,90,1.14,overcast clouds
662,Wukari,NG,7.85,9.7833,73.89,88,67,3.76,broken clouds
663,Koundara,GN,12.4833,-13.3,82.54,69,100,1.59,overcast clouds
664,Aquiraz,BR,-3.9014,-38.3911,90.21,57,70,12.41,broken clouds
665,Najran,SA,17.4924,44.1277,74.05,22,2,3.49,clear sky
666,Novyye Burasy,RU,52.1324,46.0714,50.97,91,100,5.79,overcast clouds
667,Rosetta,EG,31.4044,30.4164,71.42,62,0,8.61,clear sky
668,Gogrial,SS,8.5332,28.1004,78.69,65,75,4.43,broken clouds
669,Aracatuba,BR,-21.2089,-50.4328,93.38,20,0,11.5,clear sky
670,Razole,IN,16.4833,81.8333,75.88,91,84,2.89,broken clouds
671,Seminole,US,28.7086,-81.2081,88.43,64,1,1.99,clear sky
672,Valverde Del Camino,ES,37.5751,-6.7543,72.72,56,18,4.72,few clouds
673,Aiken,US,33.5835,-81.5998,75.34,56,1,5.75,clear sky
674,Rockland,US,41.1668,-74.0496,58.91,64,83,5.12,broken clouds
675,Bugulma,RU,54.55,52.8,43.66,73,76,9.06,broken clouds
676,Goffstown,US,43.0204,-71.6003,59.2,54,40,5.01,scattered clouds
677,Leh,IN,34.1667,77.5833,31.62,88,100,3.89,light snow
678,Caninde,BR,-4.3589,-39.3117,90.81,43,98,3.91,overcast clouds
679,Santa Fe,AR,-31.6333,-60.7,74.91,53,97,10.0,overcast clouds
680,Vihti,FI,60.417,24.3197,34.79,90,100,8.01,overcast clouds
681,Guliston,UZ,40.4897,68.7842,48.02,31,2,3.44,clear sky
682,Netarhat,IN,23.4833,84.2667,57.6,75,0,2.84,clear sky
683,Istisu,AZ,40.9457,48.0738,43.47,66,0,2.44,clear sky
