City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Antalaha,MG,2021-10-23 16:09:41,-14.9003,50.2788,76.01,90,11,2.19
295,Mandera,KE,2021-10-23 16:09:41,3.9366,41.867,85.71,52,92,14.63
296,Elliot Lake,CA,2021-10-23 16:09:42,46.3834,-82.6331,42.64,52,19,5.23
297,Den Helder,NL,2021-10-23 16:09:42,52.9599,4.7593,54.99,87,75,10.0
298,Hit,IQ,2021-10-23 16:09:43,33.6416,42.8251,77.38,22,34,3.71
299,Iskilip,TR,2021-10-23 16:09:43,40.7353,34.4739,58.64,31,0,1.1
300,Hamilton,US,2021-10-23 16:05:18,39.1834,-84.5333,58.59,78,40,1.99
301,Kavaratti,IN,2021-10-23 16:09:44,10.5669,72.642,82.13,76,85,3.69
302,Bouna,CI,2021-10-23 16:09:44,9.2667,-3.0,85.66,61,100,4.38
303,Boone,US,2021-10-23 16:09:45,39.0334,-92.3335,53.76,84,100,1.99
304,Hajnowka,PL,2021-10-23 16:09:45,52.7433,23.5812,39.02,84,79,1.99
305,Jacareacanga,BR,2021-10-23 16:08:16,-6.2222,-57.7528,95.72,41,100,3.24
306,Verkhnyaya Inta,RU,2021-10-23 16:07:40,65.9811,60.3094,27.07,94,100,14.0
307,Luena,AO,2021-10-23 16:09:46,-11.7833,19.9167,76.44,56,64,2.59
308,Agadez,NE,2021-10-23 16:09:46,19.75,10.25,93.13,11,2,8.14
309,Keshorai Patan,IN,2021-10-23 16:09:47,25.3,75.9333,74.7,57,0,5.06
310,Bilma,NE,2021-10-23 16:09:47,18.6853,12.9164,94.42,10,1,8.46
311,Palmas Bellas,PA,2021-10-23 16:09:47,9.2319,-80.0867,83.1,80,75,3.71
312,Gamba,GA,2021-10-23 16:09:48,-2.65,10.0,78.98,75,80,7.43
313,Havre-Saint-Pierre,CA,2021-10-23 16:09:48,50.2334,-63.5986,46.76,93,90,6.91
314,Pisco,PE,2021-10-23 16:09:48,-13.7,-76.2167,66.02,79,8,6.67
315,Guarda,PT,2021-10-23 16:09:49,40.5373,-7.2658,61.23,34,85,2.33
316,Beysehir,TR,2021-10-23 16:09:49,37.6773,31.7246,57.4,31,0,3.15
317,Serravalle Pistoiese,IT,2021-10-23 16:09:49,43.9061,10.8327,69.87,58,4,3.0
318,Grand Falls,CA,2021-10-23 16:09:50,47.0461,-67.7418,48.61,74,86,4.68
319,Kukshi,IN,2021-10-23 16:09:50,22.2,74.75,76.64,57,0,4.61
320,Pietarsaari,FI,2021-10-23 16:09:51,63.65,22.6833,35.89,64,97,11.41
321,Asfi,MA,2021-10-23 16:09:51,32.2994,-9.2372,71.78,53,0,21.39
322,Los Llanos De Aridane,ES,2021-10-23 16:09:51,28.6585,-17.9182,69.55,78,75,5.01
323,Boa Vista,BR,2021-10-23 16:09:06,2.8197,-60.6733,89.58,51,40,13.8
324,Marienburg,PL,2021-10-23 16:09:52,54.0359,19.0266,45.88,71,46,9.84
325,Kobryn,BY,2021-10-23 16:09:52,52.2138,24.3564,44.51,68,100,16.82
326,Harihar,IN,2021-10-23 16:09:53,14.5167,75.8,70.79,92,100,3.22
327,Grand Gaube,MU,2021-10-23 16:09:53,-20.0064,57.6608,75.38,72,4,5.99
328,Kaputa,ZM,2021-10-23 16:09:54,-8.4689,29.6619,85.24,43,89,7.49
329,Chicama,PE,2021-10-23 16:09:54,-7.8447,-79.1469,72.39,64,63,9.42
330,Carlos Antonio Lopez,PY,2021-10-23 16:09:55,-26.4,-54.7667,65.66,98,100,4.85
331,Chupa,RU,2021-10-23 16:09:55,66.27,33.0549,26.13,91,100,4.7
332,Aviemore,GB,2021-10-23 16:09:55,57.1955,-3.8259,54.75,88,100,9.35
333,Kangaatsiaq,GL,2021-10-23 16:09:56,68.3065,-53.4641,29.14,86,100,10.96
334,Port Blair,IN,2021-10-23 16:09:56,11.6667,92.75,80.64,78,85,1.23
335,Aberystwyth,GB,2021-10-23 16:09:57,52.4155,-4.0829,53.29,79,100,19.01
336,Japura,ID,2021-10-23 16:09:57,-0.3167,102.35,74.7,97,60,2.98
337,Neyshabur,IR,2021-10-23 16:08:40,36.2133,58.7958,57.65,14,0,3.98
338,Guantanamo,CU,2021-10-23 16:09:58,20.1444,-75.2092,87.37,61,56,6.44
339,Savannah Bight,HN,2021-10-23 16:09:58,16.45,-85.85,89.65,76,100,9.75
340,Bobo Dioulasso,BF,2021-10-23 16:09:59,11.1771,-4.2979,90.97,42,68,4.47
341,Rawson,AR,2021-10-23 16:08:00,-43.3002,-65.1023,57.81,28,3,15.37
342,Manono,CD,2021-10-23 16:09:59,-7.3,27.4167,84.51,44,99,2.35
343,Rize,TR,2021-10-23 16:10:00,40.9044,40.8949,41.54,71,0,3.94
344,Analipsis,GR,2021-10-23 16:10:00,35.3167,25.5667,72.1,73,1,7.0
345,Negombo,LK,2021-10-23 16:10:01,7.2083,79.8358,79.65,85,40,9.13
346,Olafsvik,IS,2021-10-23 16:06:57,64.8945,-23.7142,45.5,90,99,12.12
347,Maragogi,BR,2021-10-23 16:05:17,-9.0122,-35.2225,84.09,67,86,13.22
348,Estelle,US,2021-10-23 16:10:02,29.8458,-90.1067,82.99,69,75,11.5
349,Sioux Lookout,CA,2021-10-23 16:10:03,50.1001,-91.917,37.47,93,75,5.75
350,Antofagasta,CL,2021-10-23 16:09:06,-23.65,-70.4,61.88,63,29,9.82
351,Fomboni,KM,2021-10-23 16:10:05,-12.28,43.7425,79.48,72,0,8.25
352,Toamasina,MG,2021-10-23 16:10:06,-18.1667,49.3833,77.32,87,18,11.61
353,Astana,KZ,2021-10-23 16:07:29,51.1801,71.446,49.95,76,40,24.61
354,Mopipi,BW,2021-10-23 16:10:06,-21.1833,24.8833,96.22,13,3,7.52
355,Namibe,AO,2021-10-23 16:10:07,-15.1961,12.1522,71.64,58,52,16.58
356,Sept-Iles,CA,2021-10-23 16:07:00,50.2001,-66.3821,48.72,98,90,7.0
357,Roald,NO,2021-10-23 16:10:07,62.5833,6.1333,47.34,65,20,8.05
358,Beira,MZ,2021-10-23 16:10:08,-19.8436,34.8389,77.92,78,0,13.78
359,Chimbote,PE,2021-10-23 16:10:08,-9.0853,-78.5783,67.62,74,96,10.31
360,Moose Factory,CA,2021-10-23 16:10:09,51.2585,-80.6094,35.58,100,90,12.66
361,Karasburg,NA,2021-10-23 16:10:09,-28.0167,18.75,55.27,58,70,9.57
362,Abu Dhabi,AE,2021-10-23 16:07:11,24.4667,54.3667,86.11,66,0,9.22
363,Krasnoselkup,RU,2021-10-23 16:10:10,65.7,82.4667,32.58,98,100,13.35
364,Inhambane,MZ,2021-10-23 16:09:53,-23.865,35.3833,75.15,80,0,17.74
365,Mugur-Aksy,RU,2021-10-23 16:10:10,50.35,90.5,16.68,77,19,7.23
366,Wiarton,CA,2021-10-23 16:09:10,44.7407,-81.1332,50.4,78,100,6.11
367,Rock Sound,BS,2021-10-23 16:10:11,24.9,-76.2,79.68,81,100,7.87
368,San Rafael,AR,2021-10-23 16:06:01,-34.6177,-68.3301,69.55,19,8,4.88
369,Belmonte,BR,2021-10-23 16:10:12,-15.8631,-38.8828,75.7,89,100,10.56
370,Araouane,ML,2021-10-23 16:08:40,18.9048,-3.5265,96.22,15,20,2.66
371,Lodja,CD,2021-10-23 16:10:12,-3.4833,23.4333,81.57,63,87,3.0
372,Tutoia,BR,2021-10-23 16:10:12,-2.7619,-42.2744,91.38,62,95,11.9
373,Gebze,TR,2021-10-23 16:10:13,40.8028,29.4307,63.36,77,0,4.61
374,Olinda,BR,2021-10-23 16:10:13,-8.0089,-34.8553,83.93,70,40,12.66
375,Pangnirtung,CA,2021-10-23 16:07:14,66.1451,-65.7125,30.2,86,90,6.91
376,Pushkino,RU,2021-10-23 16:10:14,56.0172,37.8667,45.09,75,28,9.51
377,Mindelo,CV,2021-10-23 16:10:14,16.8901,-24.9804,83.75,58,20,26.46
378,Emba,KZ,2021-10-23 16:05:50,48.8264,58.1442,50.43,62,3,10.09
379,Uribia,CO,2021-10-23 16:10:15,11.7139,-72.266,90.77,52,33,21.85
380,Kidal,ML,2021-10-23 16:10:16,18.4411,1.4078,99.9,13,83,8.72
381,Porto Novo,BJ,2021-10-23 16:10:16,6.4965,2.6036,78.06,84,97,4.29
382,Luderitz,NA,2021-10-23 16:10:16,-26.6481,15.1594,64.15,66,35,20.04
383,Birin,NP,2021-10-23 16:10:17,26.8865,88.0718,56.34,85,17,4.63
384,The Valley,AI,2021-10-23 16:10:17,18.217,-63.0578,86.83,62,20,14.97
385,Prata,BR,2021-10-23 16:10:17,-19.3072,-48.9242,90.97,30,0,11.05
386,Usagara,TZ,2021-10-23 16:10:18,-2.6833,33.0,78.46,51,49,6.02
387,Tessalit,ML,2021-10-23 16:09:12,20.1986,1.0114,99.09,10,13,5.79
388,Chingola,ZM,2021-10-23 16:10:18,-12.529,27.8838,81.86,30,92,3.8
389,Mahibadhoo,MV,2021-10-23 16:10:19,3.7833,72.9667,83.23,71,37,13.78
390,Maryville,US,2021-10-23 16:10:19,35.7565,-83.9705,65.17,61,20,1.99
391,Sayyan,YE,2021-10-23 16:10:20,15.1718,44.3244,61.3,23,71,12.93
392,Verkhniy Naur,RU,2021-10-23 16:10:20,43.6103,45.2454,52.75,44,0,3.44
393,Eloi Mendes,BR,2021-10-23 16:10:20,-21.61,-45.5653,83.32,37,7,9.08
394,Lima,PE,2021-10-23 16:08:31,-12.0432,-77.0282,64.13,77,75,8.05
395,Freetown,SL,2021-10-23 16:10:21,8.484,-13.2299,82.6,74,77,8.28
396,Atasu,KZ,2021-10-23 16:10:21,48.6814,71.6433,43.68,48,5,14.97
397,Tsabong,BW,2021-10-23 16:10:22,-26.0217,22.401,72.54,17,0,18.48
398,Constantine,DZ,2021-10-23 16:09:09,36.365,6.6147,68.27,60,6,11.72
399,Rio Grande,BR,2021-10-23 16:10:22,-32.035,-52.0986,69.91,91,100,8.72
400,Qasigiannguit,GL,2021-10-23 16:06:13,68.8193,-51.1922,19.51,94,100,5.23
401,Karpogory,RU,2021-10-23 16:10:23,64.0019,44.4451,20.05,98,29,3.71
402,Micheweni,TZ,2021-10-23 16:10:23,-4.9667,39.8333,77.68,76,98,8.68
403,Ejea De Los Caballeros,ES,2021-10-23 16:10:24,42.1263,-1.1372,66.42,31,0,7.4
404,Meulaboh,ID,2021-10-23 16:07:16,4.1363,96.1285,77.97,86,91,2.93
405,Yangambi,CD,2021-10-23 16:10:24,0.8102,24.4336,79.75,69,100,2.28
406,Arrecife,ES,2021-10-23 16:10:24,28.963,-13.5477,76.98,50,40,21.85
407,Bulungu,CD,2021-10-23 16:10:25,-4.55,18.6,81.66,72,64,3.18
408,Wawa,NG,2021-10-23 16:10:25,9.9022,4.4192,82.26,67,71,8.46
409,Paramonga,PE,2021-10-23 16:10:26,-10.6667,-77.8333,67.12,74,90,11.03
410,Manyana,BW,2021-10-23 16:10:26,-23.4,21.7167,81.43,7,0,16.91
411,Pechenga,RU,2021-10-23 16:10:26,69.5259,31.1703,27.46,84,100,11.74
412,Santiago De Cao,PE,2021-10-23 16:10:27,-7.9589,-79.2392,66.04,78,91,13.31
413,Port-Gentil,GA,2021-10-23 16:10:27,-0.7193,8.7815,78.4,78,100,8.1
414,Kargopol,RU,2021-10-23 16:10:28,61.5071,38.9456,32.23,95,100,8.25
415,Upington,ZA,2021-10-23 16:10:28,-28.4478,21.2561,59.74,48,98,14.0
416,Nakambala,ZM,2021-10-23 16:10:28,-15.8324,27.7799,89.08,24,91,4.38
417,Penzance,GB,2021-10-23 16:10:29,50.1186,-5.5371,57.27,82,75,23.02
418,Raudeberg,NO,2021-10-23 16:10:29,61.9875,5.1352,46.2,72,100,7.0
419,Marl,DE,2021-10-23 16:10:29,51.65,7.0833,53.22,61,98,5.99
420,Bahia Honda,CU,2021-10-23 16:10:30,22.9036,-83.1592,84.27,63,100,4.0
421,Knysna,ZA,2021-10-23 16:10:30,-34.0363,23.0471,61.18,81,55,13.02
422,Santos Dumont,BR,2021-10-23 16:10:31,-21.4567,-43.5525,74.3,66,92,8.05
423,Mitsamiouli,KM,2021-10-23 16:10:31,-11.3847,43.2844,79.18,74,0,6.85
424,Timra,SE,2021-10-23 16:10:31,62.487,17.3257,31.68,74,57,1.14
425,Celendin,PE,2021-10-23 16:10:32,-6.8703,-78.1517,66.72,58,46,4.52
426,Kutum,SD,2021-10-23 16:10:32,14.2,24.6667,85.51,20,11,11.88
427,Kuytun,RU,2021-10-23 16:10:32,54.3419,101.5036,33.42,80,100,3.04
428,Foz,ES,2021-10-23 16:10:33,43.5692,-7.2544,69.93,61,100,2.08
429,Southampton,GB,2021-10-23 16:10:00,50.904,-1.4043,56.84,76,82,3.0
430,Vesoul,FR,2021-10-23 16:10:33,47.5833,5.8333,55.35,68,5,6.13
431,Salvador,SV,2021-10-23 16:10:34,13.8333,-88.9167,81.0,83,97,2.08
432,Yarmouth,US,2021-10-23 16:10:34,41.7057,-70.2286,62.96,81,75,15.99
433,Vila Do Maio,CV,2021-10-23 16:07:15,15.1333,-23.2167,86.79,69,0,12.66
434,Iralaya,HN,2021-10-23 16:10:35,15.0,-83.2333,84.29,81,50,8.08
435,Irece,BR,2021-10-23 16:10:35,-11.3042,-41.8558,83.98,50,99,5.5
436,Semnan,IR,2021-10-23 16:10:35,35.5729,53.3971,56.34,31,0,2.06
437,Bulawayo,ZW,2021-10-23 16:10:36,-20.15,28.5833,85.66,24,71,7.45
438,Hambantota,LK,2021-10-23 16:10:36,6.1241,81.1185,80.46,76,14,13.76
439,Thinadhoo,MV,2021-10-23 16:10:36,0.5333,72.9333,83.66,69,53,14.32
440,Laranjal Paulista,BR,2021-10-23 16:10:37,-23.0497,-47.8367,90.79,21,1,7.2
441,Ikalamavony,MG,2021-10-23 16:10:37,-21.15,46.5833,80.13,27,1,5.75
442,Gardez,AF,2021-10-23 16:10:38,33.5974,69.2259,43.68,30,0,3.94
443,Goderich,CA,2021-10-23 16:10:38,43.7501,-81.7165,49.91,69,100,7.36
444,Trincomalee,LK,2021-10-23 16:10:38,8.5711,81.2335,80.58,80,49,6.8
445,Qeshm,IR,2021-10-23 16:10:39,26.9581,56.2719,84.07,63,0,10.22
446,Ikwiriri,TZ,2021-10-23 16:10:39,-7.9562,38.9716,77.81,71,7,8.21
447,Horqueta,PY,2021-10-23 16:10:40,-23.3428,-57.0597,100.09,33,46,16.93
448,Bardiyah,LY,2021-10-23 16:10:40,31.7561,25.0865,71.74,56,0,6.6
449,Tazovskiy,RU,2021-10-23 16:10:40,67.4667,78.7,28.0,96,96,11.1
450,Kalaleh,IR,2021-10-23 16:10:41,37.3807,55.4916,60.4,59,0,0.0
451,Axim,GH,2021-10-23 16:10:41,4.8699,-2.2405,80.37,76,99,7.31
452,Wick,GB,2021-10-23 16:10:41,58.4333,-3.0833,53.65,82,100,14.97
453,Ati,TD,2021-10-23 16:06:36,13.2154,18.3353,98.46,18,15,10.22
454,Katsina,NG,2021-10-23 16:10:42,12.9894,7.6006,91.9,30,79,8.81
455,Hobyo,SO,2021-10-23 16:10:43,5.3505,48.5268,80.47,75,12,10.45
456,Monrovia,LR,2021-10-23 16:09:36,6.3005,-10.7969,81.03,78,55,8.75
457,Nikolskoye,RU,2021-10-23 16:10:43,59.7035,30.7861,37.87,96,100,9.31
458,Oros,BR,2021-10-23 16:10:43,-6.2444,-38.9136,94.17,37,74,6.98
459,Priupskiy,RU,2021-10-23 16:10:44,53.9096,37.736,40.17,82,84,12.1
460,Carnot,CF,2021-10-23 16:10:44,4.9409,15.8665,77.4,85,91,0.98
461,Sorland,NO,2021-10-23 16:10:45,67.667,12.6934,42.1,56,74,10.92
462,Porto Walter,BR,2021-10-23 16:10:45,-8.2686,-72.7439,97.39,36,18,6.17
463,Tocopilla,CL,2021-10-23 16:10:45,-22.092,-70.1979,65.01,61,4,9.8
464,Parintins,BR,2021-10-23 16:10:46,-2.6283,-56.7358,92.08,49,82,5.28
465,Henties Bay,NA,2021-10-23 16:10:46,-22.116,14.2845,64.85,70,0,16.69
466,Luangwa,ZM,2021-10-23 16:10:47,-15.6167,30.4167,93.16,23,6,5.23
467,Husavik,IS,2021-10-23 16:10:47,66.0449,-17.3389,40.73,98,100,2.1
468,Muravlenko,RU,2021-10-23 16:10:47,63.7898,74.523,34.86,99,100,15.23
469,Paranaiba,BR,2021-10-23 16:10:20,-19.6772,-51.1908,95.61,32,0,11.3
470,Sao Jose Da Coroa Grande,BR,2021-10-23 16:10:48,-8.8978,-35.1478,84.07,66,85,13.0
471,San Lorenzo,PY,2021-10-23 16:10:48,-25.3333,-57.5333,92.34,40,20,13.8
472,Dhidhdhoo,MV,2021-10-23 16:07:18,6.8833,73.1,81.72,79,100,14.76
473,Aljezur,PT,2021-10-23 16:10:49,37.3191,-8.8033,69.6,46,29,4.38
474,Necochea,AR,2021-10-23 16:10:49,-38.5473,-58.7368,65.03,55,82,12.88
475,Matara,LK,2021-10-23 16:10:49,5.9485,80.5353,78.8,80,10,7.58
476,Sembe,CG,2021-10-23 16:10:50,1.6481,14.5806,76.46,93,72,2.55
477,Wattegama,LK,2021-10-23 16:10:50,6.7989,81.4808,75.09,86,38,2.91
478,Mahon,ES,2021-10-23 16:10:51,39.8885,4.2658,64.96,68,20,12.66
479,Muhos,FI,2021-10-23 16:10:51,64.808,25.9931,29.98,96,100,3.51
480,Krasnovka,RU,2021-10-23 16:10:51,48.8177,40.0923,52.48,79,100,7.11
481,Laela,TZ,2021-10-23 16:10:52,-8.5667,32.05,81.79,24,33,5.03
482,Tucuma,BR,2021-10-23 16:10:52,-0.1833,-50.05,90.48,52,93,8.97
483,Zhanaozen,KZ,2021-10-23 16:10:53,43.3,52.8,56.34,17,0,13.53
484,Nizhnyaya Omka,RU,2021-10-23 16:10:53,55.4338,74.9426,50.79,65,66,17.72
485,Aboisso,CI,2021-10-23 16:10:53,5.4678,-3.2071,80.1,84,96,5.53
486,Dakar,SN,2021-10-23 16:07:56,14.6937,-17.4441,94.08,62,10,13.11
487,Riviere-Au-Renard,CA,2021-10-23 16:10:54,48.9957,-64.3971,51.26,91,88,9.62
488,Saint-Prosper,CA,2021-10-23 16:10:54,46.2117,-70.4811,41.32,62,95,4.63
489,Upata,VE,2021-10-23 16:10:55,8.0086,-62.3989,84.2,63,83,8.28
490,Ambilobe,MG,2021-10-23 16:10:55,-13.2,49.05,78.26,78,48,1.41
491,Halifax,CA,2021-10-23 16:09:50,44.6453,-63.5724,65.52,88,90,3.0
492,Sarh,TD,2021-10-23 16:10:56,9.1429,18.3923,85.3,62,12,1.61
493,Usinsk,RU,2021-10-23 16:07:24,65.9939,57.5281,22.32,94,59,13.13
494,Kabinda,CD,2021-10-23 16:10:56,-6.1333,24.4833,79.0,62,98,4.25
495,Terrak,NO,2021-10-23 16:10:57,65.087,12.3715,39.07,98,97,5.44
496,Vardo,NO,2021-10-23 16:10:57,70.3705,31.1107,30.4,69,100,11.61
497,Kalmunai,LK,2021-10-23 16:09:16,7.4167,81.8167,79.54,79,64,1.66
498,Rundu,NA,2021-10-23 16:10:58,-17.9333,19.7667,90.37,26,67,12.1
499,Cozumel,MX,2021-10-23 16:10:22,20.5083,-86.9458,87.87,78,40,1.99
500,Nyandoma,RU,2021-10-23 16:10:58,61.669,40.1991,30.65,94,100,8.01
501,Elyria,US,2021-10-23 16:06:44,41.3684,-82.1077,53.37,75,90,5.01
502,Abu Kamal,SY,2021-10-23 16:10:59,34.4506,40.9171,75.87,26,28,6.33
503,Wageningen,NL,2021-10-23 16:11:00,51.9667,5.6667,54.95,87,90,3.44
504,Kishi,NG,2021-10-23 16:11:00,9.0833,3.85,78.06,75,63,5.93
505,Calama,CL,2021-10-23 16:10:09,-22.4667,-68.9333,68.49,15,0,26.46
506,Borba,BR,2021-10-23 16:11:01,-4.3878,-59.5939,95.65,41,98,3.13
507,Luba,GQ,2021-10-23 16:11:01,3.4568,8.5547,78.58,84,93,4.88
508,Saint-Leu,RE,2021-10-23 16:11:02,-21.15,55.2833,76.06,94,62,5.77
509,Sindi,IN,2021-10-23 16:11:03,20.8,78.8667,68.88,57,27,1.66
510,Slavutych,UA,2021-10-23 16:11:03,51.5196,30.7343,47.19,50,26,5.99
511,Zarechnyy,RU,2021-10-23 16:11:04,53.2036,45.1923,52.32,20,84,7.09
512,Eirunepe,BR,2021-10-23 16:11:04,-6.6603,-69.8736,96.6,39,34,5.28
513,Mangaratiba,BR,2021-10-23 16:11:05,-22.9597,-44.0406,78.03,69,7,8.88
514,Nowogard,PL,2021-10-23 16:11:05,53.6744,15.1163,50.09,76,0,10.36
515,Bocaiuva,BR,2021-10-23 16:11:05,-17.1078,-43.815,87.01,38,31,0.87
516,Oistins,BB,2021-10-23 16:11:06,13.0667,-59.5333,87.89,62,40,23.02
517,Wanlaweyn,SO,2021-10-23 16:11:06,2.6185,44.8938,82.35,65,68,13.78
518,Bailieborough,IE,2021-10-23 16:11:07,53.9167,-6.9667,53.44,93,100,18.75
519,Mecca,SA,2021-10-23 16:10:43,21.4267,39.8261,85.93,49,0,6.53
520,Kjollefjord,NO,2021-10-23 16:11:07,70.9457,27.3465,34.66,78,100,15.1
521,Kaoma,ZM,2021-10-23 16:11:07,-14.7833,24.8,86.02,27,54,1.59
522,San Carlos De Bariloche,AR,2021-10-23 16:11:08,-41.1456,-71.3082,53.35,40,20,29.93
523,Westport,US,2021-10-23 16:10:37,41.1415,-73.3579,58.75,54,90,4.61
524,Novoagansk,RU,2021-10-23 16:11:08,61.9449,76.6625,41.52,90,100,14.27
525,Umm Kaddadah,SD,2021-10-23 16:11:09,13.6017,26.6876,93.43,15,15,14.61
526,Sabha,LY,2021-10-23 16:09:37,27.0377,14.4283,90.52,12,44,8.99
527,Inirida,CO,2021-10-23 16:11:09,3.8653,-67.9239,86.59,71,52,3.27
528,Lisakovsk,KZ,2021-10-23 16:11:10,52.5369,62.4936,51.49,70,100,13.94
529,Scarborough,GB,2021-10-23 16:11:10,54.2797,-0.4044,54.54,76,100,4.0
530,Ibia,BR,2021-10-23 16:11:11,-19.4783,-46.5389,88.74,22,0,7.85
531,Steubenville,US,2021-10-23 16:07:32,40.3698,-80.634,51.08,87,99,5.82
532,Amalapuram,IN,2021-10-23 16:11:11,16.5833,82.0167,82.78,92,67,3.18
533,Weligama,LK,2021-10-23 16:11:12,5.9667,80.4167,79.34,79,10,7.25
534,Gboko,NG,2021-10-23 16:11:12,7.3179,8.9951,78.58,73,100,0.98
535,Staryy Nadym,RU,2021-10-23 16:11:13,65.6118,72.6842,32.67,98,100,9.48
536,Viedma,AR,2021-10-23 16:11:13,-40.8135,-62.9967,62.51,32,60,23.87
537,Kamina,CD,2021-10-23 16:11:13,-8.7386,24.9906,77.74,55,79,6.33
538,Inongo,CD,2021-10-23 16:11:14,-1.95,18.2667,76.98,83,72,4.99
539,Parfenyevo,RU,2021-10-23 16:11:14,58.484,43.4088,40.78,87,97,8.75
540,Devrek,TR,2021-10-23 16:11:15,41.2192,31.9558,57.81,73,4,0.74
541,Ostrovskoye,RU,2021-10-23 16:11:15,57.8057,42.2433,41.07,87,99,6.67
542,Clarksburg,US,2021-10-23 16:06:45,39.2807,-80.3445,55.08,89,90,13.8
543,Clarence Town,AU,2021-10-23 16:11:16,-32.5833,151.7833,65.8,98,37,4.0
544,Codigoro,IT,2021-10-23 16:11:16,44.8311,12.1142,66.09,68,34,8.7
545,Minsk,BY,2021-10-23 16:07:50,53.9,27.5667,40.75,75,97,15.41
546,Ampanihy,MG,2021-10-23 16:11:17,-24.7,44.75,76.08,54,4,9.57
547,Sinarades,GR,2021-10-23 16:11:17,39.5647,19.8458,64.29,88,75,10.36
548,Taltal,CL,2021-10-23 16:11:17,-25.4,-70.4833,60.94,68,2,8.79
549,Ginda,IN,2021-10-23 16:11:18,30.6945,78.4932,50.49,84,0,6.58
550,Areosa,PT,2021-10-23 16:07:22,41.7178,-8.8571,70.25,61,100,5.41
551,Ismailia,EG,2021-10-23 16:11:19,30.6043,32.2723,69.84,60,0,11.25
552,Aranda De Duero,ES,2021-10-23 16:11:19,41.6704,-3.6892,60.42,27,0,5.97
553,Solton,RU,2021-10-23 16:11:19,52.8429,86.4787,40.12,67,100,10.92
554,Guhagar,IN,2021-10-23 16:11:20,17.4842,73.1929,76.95,80,8,6.91
555,Sehithwa,BW,2021-10-23 16:11:20,-20.4667,22.7167,96.33,12,3,9.17
556,Bubaque,GW,2021-10-23 16:10:07,11.2833,-15.8333,84.34,64,83,6.08
557,Teguldet,RU,2021-10-23 16:06:59,57.3064,88.1667,35.98,96,100,16.24
558,Steinau,DE,2021-10-23 16:11:21,53.6833,8.8833,52.29,71,40,4.61
559,Kholm-Zhirkovskiy,RU,2021-10-23 16:11:21,55.5189,33.4731,38.66,96,73,12.17
560,Sirnak,TR,2021-10-23 16:11:22,37.5228,42.4594,56.53,27,3,3.94
561,Ostrovnoy,RU,2021-10-23 16:11:22,68.0531,39.5131,30.78,81,100,16.26
562,Abha,SA,2021-10-23 16:06:40,18.2164,42.5053,70.05,12,0,3.44
563,Humaita,BR,2021-10-23 16:11:23,-7.5061,-63.0208,98.4,36,49,5.12
564,Skelleftea,SE,2021-10-23 16:11:23,64.7507,20.9528,26.96,66,31,3.44
565,Fredericksburg,US,2021-10-23 16:11:23,38.3032,-77.4605,66.87,68,75,1.01
566,Olbia,IT,2021-10-23 16:11:24,40.9214,9.4856,68.05,83,75,8.05
567,Andenes,NO,2021-10-23 16:11:24,69.3143,16.1194,31.98,93,75,11.5
568,Malazgirt,TR,2021-10-23 16:11:24,39.1427,42.5401,49.55,25,0,2.19
569,San Andres,CO,2021-10-23 16:11:25,12.5847,-81.7006,83.03,78,30,14.5
570,Tafalla,ES,2021-10-23 16:11:25,42.5269,-1.6745,67.39,35,0,3.15
571,Guapo,BR,2021-10-23 16:11:26,-16.8306,-49.5319,86.38,26,24,5.91
572,Zafra,ES,2021-10-23 16:11:26,38.4167,-6.4167,72.88,29,24,5.95
573,Vieste,IT,2021-10-23 16:11:26,41.8825,16.175,64.67,81,83,12.33
574,Skegness,GB,2021-10-23 16:11:27,53.1436,0.3363,54.34,67,100,14.05
575,Teya,RU,2021-10-23 16:10:21,60.3778,92.6267,34.02,88,100,14.61
576,Sydney Mines,CA,2021-10-23 16:11:27,46.2367,-60.2177,69.26,82,100,3.0
